,Astrocyte,CP,Dorsal Telencephalic IP,Dorsal Telencephalic NPC,Dorsal Telencephalic Neuron,Glioblast,MC,NC Derivatives,Neuroepithelium,Non-telencephalic NPC,Non-telencephalic Neuron,OPC,Ventral Telencephalic NPC,Ventral Telencephalic Neuron
virtual_00010,0.2216320129508777,0.11774674963322708,0.0805635655385238,0.0402817827692619,0.0402817827692619,0.0402817827692619,0.05639449587696666,0.0402817827692619,0.1611271310770476,0.0402817827692619,0.0402817827692619,0.0402817827692619,0.0402817827692619,0.0402817827692619
virtual_00011,0.049384323499869785,0.16405639671143182,0.08202819835571591,0.041014099177857956,0.041014099177857956,0.11392805327182766,0.016405639671143186,0.041014099177857956,0.24608459506714778,0.041014099177857956,0.041014099177857956,0.041014099177857956,0.041014099177857956,0.041014099177857956
virtual_00012,0.11595185624682149,0.15256823190371246,0.07628411595185623,0.038142057975928116,0.038142057975928116,0.10595016104424476,0.01525682319037125,0.038142057975928116,0.2288523478555687,0.038142057975928116,0.038142057975928116,0.038142057975928116,0.038142057975928116,0.038142057975928116
virtual_00013,0.10308975563909772,0.20353618421052624,0.06872650375939848,0.03436325187969924,0.03436325187969924,0.09545347744360899,0.048108552631578934,0.03436325187969924,0.20617951127819545,0.03436325187969924,0.03436325187969924,0.03436325187969924,0.03436325187969924,0.03436325187969924
virtual_00014,0.11626607043040804,0.2152040245947456,0.07266629401900501,0.036333147009502506,0.036333147009502506,0.036333147009502506,0.05086640581330351,0.036333147009502506,0.21799888205701506,0.036333147009502506,0.036333147009502506,0.036333147009502506,0.036333147009502506,0.036333147009502506
virtual_00015,0.13008130081300814,0.16260162601626013,0.08130081300813007,0.04065040650406503,0.04065040650406503,0.04065040650406503,0.016260162601626018,0.04065040650406503,0.24390243902439024,0.04065040650406503,0.04065040650406503,0.04065040650406503,0.04065040650406503,0.04065040650406503
virtual_00016,0.0697303051809794,0.17388218594748045,0.08694109297374022,0.04347054648687011,0.04347054648687011,0.04347054648687011,0.017388218594748046,0.04347054648687011,0.2608232789212207,0.04347054648687011,0.04347054648687011,0.04347054648687011,0.04347054648687011,0.04347054648687011
virtual_00017,0.24207347760442874,0.15601409159536989,0.06542526421741318,0.03271263210870659,0.03271263210870659,0.03271263210870659,0.04579768495218923,0.03271263210870659,0.19627579265223954,0.03271263210870659,0.03271263210870659,0.03271263210870659,0.03271263210870659,0.03271263210870659
virtual_00018,0.11634844868735082,0.17004773269689732,0.07756563245823388,0.03878281622911694,0.03878281622911694,0.03878281622911694,0.05429594272076371,0.03878281622911694,0.23269689737470164,0.03878281622911694,0.03878281622911694,0.03878281622911694,0.03878281622911694,0.03878281622911694
virtual_00019,0.0719280238637457,0.09037110690573176,0.10215864258908809,0.051079321294544046,0.051079321294544046,0.051079321294544046,0.07151104981236167,0.051079321294544046,0.20431728517817618,0.051079321294544046,0.051079321294544046,0.051079321294544046,0.051079321294544046,0.051079321294544046
virtual_00020,0.14414414414414417,0.18018018018018017,0.09009009009009009,0.04504504504504504,0.04504504504504504,0.04504504504504504,0.04504504504504504,0.04504504504504504,0.13513513513513514,0.04504504504504504,0.04504504504504504,0.04504504504504504,0.04504504504504504,0.04504504504504504
virtual_00021,0.10979729729729729,0.21677927927927923,0.07319819819819819,0.03659909909909909,0.03659909909909909,0.03659909909909909,0.05123873873873873,0.03659909909909909,0.21959459459459457,0.03659909909909909,0.03659909909909909,0.03659909909909909,0.03659909909909909,0.03659909909909909
virtual_00022,0.2882936084132229,0.05540966716506049,0.08003618590508738,0.04001809295254369,0.04001809295254369,0.04001809295254369,0.05602533013356117,0.04001809295254369,0.16007237181017475,0.04001809295254369,0.04001809295254369,0.04001809295254369,0.04001809295254369,0.04001809295254369
virtual_00023,0.10979729729729729,0.21677927927927923,0.07319819819819819,0.03659909909909909,0.03659909909909909,0.03659909909909909,0.05123873873873873,0.03659909909909909,0.21959459459459457,0.03659909909909909,0.03659909909909909,0.03659909909909909,0.03659909909909909,0.03659909909909909
virtual_00024,0.1405827575848603,0.06082907780114147,0.08786422349053769,0.04393211174526884,0.04393211174526884,0.12203364373685789,0.06150495644337638,0.04393211174526884,0.17572844698107537,0.04393211174526884,0.04393211174526884,0.04393211174526884,0.04393211174526884,0.04393211174526884
virtual_00025,0.11634844868735082,0.17004773269689732,0.07756563245823388,0.03878281622911694,0.03878281622911694,0.03878281622911694,0.05429594272076371,0.03878281622911694,0.23269689737470164,0.03878281622911694,0.03878281622911694,0.03878281622911694,0.03878281622911694,0.03878281622911694
virtual_00026,0.11525089813419861,0.2007764515007532,0.0677946459612933,0.03389732298064665,0.03389732298064665,0.09415923050179624,0.047456252172905306,0.03389732298064665,0.2033839378838799,0.03389732298064665,0.03389732298064665,0.03389732298064665,0.03389732298064665,0.03389732298064665
virtual_00027,0.10979729729729729,0.21677927927927923,0.07319819819819819,0.03659909909909909,0.03659909909909909,0.03659909909909909,0.05123873873873873,0.03659909909909909,0.21959459459459457,0.03659909909909909,0.03659909909909909,0.03659909909909909,0.03659909909909909,0.03659909909909909
virtual_00028,0.039784468101802195,0.22658313933718705,0.03825429625173288,0.03825429625173288,0.03825429625173288,0.10626193403259133,0.05355601475242603,0.03825429625173288,0.2295257775103973,0.03825429625173288,0.03825429625173288,0.03825429625173288,0.03825429625173288,0.03825429625173288
virtual_00029,0.22347740667976418,0.1890962671905697,0.06385068762278978,0.03192534381139489,0.03192534381139489,0.03192534381139489,0.044695481335952844,0.03192534381139489,0.19155206286836934,0.03192534381139489,0.03192534381139489,0.03192534381139489,0.03192534381139489,0.03192534381139489
virtual_00030,0.12295081967213115,0.16393442622950818,0.08196721311475409,0.040983606557377046,0.040983606557377046,0.040983606557377046,0.01639344262295082,0.040983606557377046,0.2459016393442623,0.040983606557377046,0.040983606557377046,0.040983606557377046,0.040983606557377046,0.040983606557377046
virtual_00031,0.06645346898961586,0.12932311795429005,0.08848423860030372,0.04424211930015186,0.04424211930015186,0.12289477583375517,0.06193896702021261,0.04424211930015186,0.17696847720060743,0.04424211930015186,0.04424211930015186,0.04424211930015186,0.04424211930015186,0.04424211930015186
virtual_00032,0.06312889132453456,0.1417241326817981,0.09696914341386186,0.04848457170693093,0.04848457170693093,0.04848457170693093,0.0678784003897033,0.04848457170693093,0.1939382868277237,0.04848457170693093,0.04848457170693093,0.04848457170693093,0.04848457170693093,0.04848457170693093
virtual_00033,0.2194463200540175,0.06076975016880485,0.087778528021607,0.0438892640108035,0.0438892640108035,0.0438892640108035,0.061444969615124904,0.0438892640108035,0.175557056043214,0.0438892640108035,0.0438892640108035,0.0438892640108035,0.0438892640108035,0.0438892640108035
virtual_00034,0.10979729729729729,0.21677927927927923,0.07319819819819819,0.03659909909909909,0.03659909909909909,0.03659909909909909,0.05123873873873873,0.03659909909909909,0.21959459459459457,0.03659909909909909,0.03659909909909909,0.03659909909909909,0.03659909909909909,0.03659909909909909
virtual_00035,0.23320967831238576,0.14201871435690158,0.06478046619788494,0.03239023309894247,0.03239023309894247,0.06118155140911355,0.04534632633851946,0.03239023309894247,0.19434139859365485,0.03239023309894247,0.03239023309894247,0.03239023309894247,0.03239023309894247,0.03239023309894247
virtual_00036,0.2571550014168319,0.13884953244545195,0.06942476622272598,0.03471238311136299,0.03471238311136299,0.03471238311136299,0.013884953244545195,0.03471238311136299,0.20827429866817793,0.03471238311136299,0.03471238311136299,0.03471238311136299,0.03471238311136299,0.03471238311136299
virtual_00037,0.17977873386601104,0.21296865396435155,0.07191149354640441,0.03595574677320221,0.03595574677320221,0.06791641057160416,0.07191149354640441,0.03595574677320221,0.10786724031960664,0.03595574677320221,0.03595574677320221,0.03595574677320221,0.03595574677320221,0.03595574677320221
virtual_00038,0.1429495472186287,0.1843467011642949,0.08408796895213452,0.04204398447606726,0.04204398447606726,0.04204398447606726,0.08408796895213452,0.04204398447606726,0.1261319534282018,0.04204398447606726,0.04204398447606726,0.04204398447606726,0.04204398447606726,0.04204398447606726
virtual_00039,0.10633785748909354,0.20994910324769747,0.07089190499272902,0.03544595249636451,0.03544595249636451,0.06695346582646629,0.049624333494910314,0.03544595249636451,0.21267571497818707,0.03544595249636451,0.03544595249636451,0.03544595249636451,0.03544595249636451,0.03544595249636451
virtual_00040,0.22214018247982698,0.18274352618532777,0.06170560624439639,0.030852803122198194,0.030852803122198194,0.05827751700859658,0.043193924371077476,0.030852803122198194,0.1851168187331892,0.030852803122198194,0.030852803122198194,0.030852803122198194,0.030852803122198194,0.030852803122198194
virtual_00041,0.1086218269771078,0.1704087366543695,0.07146172827441302,0.03573086413720651,0.03573086413720651,0.09925240038112919,0.050023209792089116,0.03573086413720651,0.21438518482323907,0.03573086413720651,0.03573086413720651,0.03573086413720651,0.03573086413720651,0.03573086413720651
virtual_00042,0.2216320129508777,0.11774674963322708,0.0805635655385238,0.0402817827692619,0.0402817827692619,0.0402817827692619,0.05639449587696666,0.0402817827692619,0.1611271310770476,0.0402817827692619,0.0402817827692619,0.0402817827692619,0.0402817827692619,0.0402817827692619
virtual_00043,0.11218490575559535,0.17599858696474976,0.07380585904973377,0.03690292952486689,0.03690292952486689,0.06970553354697079,0.051664101334813646,0.03690292952486689,0.22141757714920135,0.03690292952486689,0.03690292952486689,0.03690292952486689,0.03690292952486689,0.03690292952486689
virtual_00044,0.11380012030152169,0.16413478889642547,0.07486850019836952,0.03743425009918476,0.03743425009918476,0.07070913907623788,0.05240795013885867,0.03743425009918476,0.2246055005951086,0.03743425009918476,0.03743425009918476,0.03743425009918476,0.03743425009918476,0.03743425009918476
virtual_00045,0.2894103489771359,0.06919374247894101,0.07821901323706376,0.03910950661853188,0.03910950661853188,0.03910950661853188,0.054753309265944634,0.03910950661853188,0.15643802647412752,0.03910950661853188,0.03910950661853188,0.03910950661853188,0.03910950661853188,0.03910950661853188
virtual_00046,0.22691057762868222,0.1816228116154733,0.06132718314288709,0.030663591571443546,0.030663591571443546,0.05792011741272669,0.042929028200020966,0.030663591571443546,0.1839815494286613,0.030663591571443546,0.030663591571443546,0.030663591571443546,0.030663591571443546,0.030663591571443546
virtual_00047,0.10308975563909772,0.20353618421052624,0.06872650375939848,0.03436325187969924,0.03436325187969924,0.09545347744360899,0.048108552631578934,0.03436325187969924,0.20617951127819545,0.03436325187969924,0.03436325187969924,0.03436325187969924,0.03436325187969924,0.03436325187969924
virtual_00048,0.24341192787794727,0.0624133148404993,0.045076282940360604,0.045076282940360604,0.045076282940360604,0.045076282940360604,0.06310679611650484,0.045076282940360604,0.18030513176144242,0.045076282940360604,0.045076282940360604,0.045076282940360604,0.045076282940360604,0.045076282940360604
virtual_00049,0.29405899874126046,0.05496080459626864,0.07938782886127693,0.039693914430638466,0.039693914430638466,0.039693914430638466,0.055571480202893854,0.039693914430638466,0.15877565772255386,0.039693914430638466,0.039693914430638466,0.039693914430638466,0.039693914430638466,0.039693914430638466
virtual_00050,0.23814501045219494,0.14110463197271425,0.06436351633843107,0.032181758169215535,0.032181758169215535,0.060787765430740444,0.04505446143690175,0.032181758169215535,0.1930905490152932,0.032181758169215535,0.032181758169215535,0.032181758169215535,0.032181758169215535,0.032181758169215535
virtual_00051,0.22820998662505568,0.1429447168970129,0.06520285332144449,0.032601426660722244,0.032601426660722244,0.06158047258136423,0.04564199732501115,0.032601426660722244,0.1956085599643335,0.032601426660722244,0.032601426660722244,0.032601426660722244,0.032601426660722244,0.032601426660722244
virtual_00052,0.19156460802934044,0.11199161700176827,0.07662584321173618,0.03831292160586809,0.03831292160586809,0.10642478223852248,0.05363809024821533,0.03831292160586809,0.15325168642347237,0.03831292160586809,0.03831292160586809,0.03831292160586809,0.03831292160586809,0.03831292160586809
virtual_00053,0.23814501045219494,0.14110463197271425,0.06436351633843107,0.032181758169215535,0.032181758169215535,0.060787765430740444,0.04505446143690175,0.032181758169215535,0.1930905490152932,0.032181758169215535,0.032181758169215535,0.032181758169215535,0.032181758169215535,0.032181758169215535
virtual_00054,0.16076728591843462,0.19044740024183793,0.06430691436737385,0.03215345718368692,0.03215345718368692,0.08931515884357479,0.0450148400571617,0.03215345718368692,0.19292074310212157,0.03215345718368692,0.03215345718368692,0.03215345718368692,0.03215345718368692,0.03215345718368692
virtual_00055,0.14207650273224043,0.1297814207650273,0.08879781420765025,0.04439890710382512,0.04439890710382512,0.04439890710382512,0.06215846994535518,0.04439890710382512,0.1775956284153005,0.04439890710382512,0.04439890710382512,0.04439890710382512,0.04439890710382512,0.04439890710382512
virtual_00056,0.18575359864521593,0.21141729342033172,0.07138765751855357,0.035693828759276784,0.035693828759276784,0.06742167654530058,0.07138765751855357,0.035693828759276784,0.10708148627783036,0.035693828759276784,0.035693828759276784,0.035693828759276784,0.035693828759276784,0.035693828759276784
virtual_00057,0.22276793924510743,0.13874314397914253,0.06328634637645097,0.03164317318822549,0.03164317318822549,0.08789770330062636,0.04430044246351569,0.03164317318822549,0.18985903912935295,0.03164317318822549,0.03164317318822549,0.03164317318822549,0.03164317318822549,0.03164317318822549
virtual_00058,0.12314979277679099,0.1687388987566607,0.07696862048549435,0.03848431024274718,0.03848431024274718,0.03848431024274718,0.05387803433984605,0.03848431024274718,0.2309058614564831,0.03848431024274718,0.03848431024274718,0.03848431024274718,0.03848431024274718,0.03848431024274718
virtual_00059,0.27811735941320287,0.07029339853300731,0.07946210268948654,0.03973105134474327,0.03973105134474327,0.03973105134474327,0.05562347188264058,0.03973105134474327,0.1589242053789731,0.03973105134474327,0.03973105134474327,0.03973105134474327,0.03973105134474327,0.03973105134474327
virtual_00060,0.2319587628865979,0.13254786450662737,0.06627393225331368,0.03313696612665684,0.03313696612665684,0.09204712812960235,0.013254786450662739,0.03313696612665684,0.19882179675994108,0.03313696612665684,0.03313696612665684,0.03313696612665684,0.03313696612665684,0.03313696612665684
virtual_00061,0.2491027434758805,0.10402092584707098,0.07117221242168015,0.035586106210840074,0.035586106210840074,0.09885029503011131,0.0498205486951761,0.035586106210840074,0.1423444248433603,0.035586106210840074,0.035586106210840074,0.035586106210840074,0.035586106210840074,0.035586106210840074
virtual_00062,0.0603848706038487,0.18911745189117446,0.0431320504313205,0.0431320504313205,0.0431320504313205,0.0431320504313205,0.0603848706038487,0.0431320504313205,0.258792302587923,0.0431320504313205,0.0431320504313205,0.0431320504313205,0.0431320504313205,0.0431320504313205
virtual_00063,0.1244769132562593,0.12128519753173982,0.08298460883750619,0.041492304418753095,0.041492304418753095,0.11525640116320304,0.05808922618625434,0.041492304418753095,0.16596921767501238,0.041492304418753095,0.041492304418753095,0.041492304418753095,0.041492304418753095,0.041492304418753095
virtual_00064,0.2501700845563222,0.10387306832539604,0.07107104674895519,0.035535523374477594,0.035535523374477594,0.09870978715132665,0.049749732724268636,0.035535523374477594,0.14214209349791038,0.035535523374477594,0.035535523374477594,0.035535523374477594,0.035535523374477594,0.035535523374477594
virtual_00065,0.20042483212279014,0.07091955598191035,0.08016993284911605,0.04008496642455803,0.04008496642455803,0.11134712895710563,0.056118952994381244,0.04008496642455803,0.1603398656982321,0.04008496642455803,0.04008496642455803,0.04008496642455803,0.04008496642455803,0.04008496642455803
virtual_00066,0.16913380363131716,0.14831733549207815,0.06765352145252687,0.033826760726263436,0.033826760726263436,0.09396322423962065,0.04735746501676882,0.033826760726263436,0.20296056435758064,0.033826760726263436,0.033826760726263436,0.033826760726263436,0.033826760726263436,0.033826760726263436
virtual_00067,0.07062046645478508,0.08627749728399832,0.09753108388625899,0.048765541943129494,0.048765541943129494,0.09211269033702237,0.0682717587203813,0.048765541943129494,0.19506216777251797,0.048765541943129494,0.048765541943129494,0.048765541943129494,0.048765541943129494,0.048765541943129494
virtual_00068,0.23899848254931705,0.13657056145675261,0.06828528072837631,0.034142640364188154,0.034142640364188154,0.0644916540212443,0.013657056145675264,0.034142640364188154,0.20485584218512895,0.034142640364188154,0.034142640364188154,0.034142640364188154,0.034142640364188154,0.034142640364188154
virtual_00069,0.2960526315789473,0.13157894736842105,0.06578947368421052,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.013157894736842106,0.03289473684210526,0.19736842105263158,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526
virtual_00070,0.12792642140468227,0.15050167224080266,0.07525083612040133,0.037625418060200665,0.037625418060200665,0.10451505016722405,0.015050167224080266,0.037625418060200665,0.225752508361204,0.037625418060200665,0.037625418060200665,0.037625418060200665,0.037625418060200665,0.037625418060200665
virtual_00071,0.22397107306178873,0.14835690736998827,0.062214186961607985,0.031107093480803993,0.031107093480803993,0.08640859300223332,0.04354993087312559,0.031107093480803993,0.18664256088482398,0.031107093480803993,0.031107093480803993,0.031107093480803993,0.031107093480803993,0.031107093480803993
virtual_00072,0.12264150943396226,0.21365149833518307,0.07214206437291897,0.03607103218645948,0.03607103218645948,0.03607103218645948,0.05049944506104328,0.03607103218645948,0.2164261931187569,0.03607103218645948,0.03607103218645948,0.03607103218645948,0.03607103218645948,0.03607103218645948
virtual_00073,0.0993050885451692,0.05492042143017259,0.10984084286034518,0.05492042143017259,0.05492042143017259,0.05492042143017259,0.021968168572069038,0.05492042143017259,0.21968168572069036,0.05492042143017259,0.05492042143017259,0.05492042143017259,0.05492042143017259,0.05492042143017259
virtual_00074,0.2831558567279767,0.13794772507260405,0.06292352371732816,0.03146176185866408,0.03146176185866408,0.03146176185866408,0.04404646660212972,0.03146176185866408,0.1887705711519845,0.03146176185866408,0.03146176185866408,0.03146176185866408,0.03146176185866408,0.03146176185866408
virtual_00075,0.2287692226391164,0.14743962373830788,0.06182951963219362,0.03091475981609681,0.03091475981609681,0.08587433282249114,0.04328066374253554,0.03091475981609681,0.1854885588965809,0.03091475981609681,0.03091475981609681,0.03091475981609681,0.03091475981609681,0.03091475981609681
virtual_00076,0.1221712183185382,0.15753657098969398,0.07876828549484699,0.039384142747423495,0.039384142747423495,0.07439226963402215,0.015753657098969403,0.039384142747423495,0.236304856484541,0.039384142747423495,0.039384142747423495,0.039384142747423495,0.039384142747423495,0.039384142747423495
virtual_00077,0.12796757382744645,0.17950202663578457,0.07527504342790965,0.037637521713954826,0.037637521713954826,0.037637521713954826,0.05269253039953676,0.037637521713954826,0.225825130283729,0.037637521713954826,0.037637521713954826,0.037637521713954826,0.037637521713954826,0.037637521713954826
virtual_00078,0.17995570321151713,0.15780730897009965,0.07198228128460686,0.03599114064230343,0.03599114064230343,0.03599114064230343,0.0503875968992248,0.03599114064230343,0.2159468438538206,0.03599114064230343,0.03599114064230343,0.03599114064230343,0.03599114064230343,0.03599114064230343
virtual_00079,0.23364485981308405,0.046728971962616814,0.09345794392523363,0.046728971962616814,0.046728971962616814,0.046728971962616814,0.018691588785046728,0.046728971962616814,0.18691588785046725,0.046728971962616814,0.046728971962616814,0.046728971962616814,0.046728971962616814,0.046728971962616814
virtual_00080,0.22820998662505568,0.1429447168970129,0.06520285332144449,0.032601426660722244,0.032601426660722244,0.06158047258136423,0.04564199732501115,0.032601426660722244,0.1956085599643335,0.032601426660722244,0.032601426660722244,0.032601426660722244,0.032601426660722244,0.032601426660722244
virtual_00081,0.18928771733034208,0.14549173567351784,0.07274586783675892,0.03637293391837946,0.03637293391837946,0.06870443073471676,0.014549173567351787,0.03637293391837946,0.2182376035102768,0.03637293391837946,0.03637293391837946,0.03637293391837946,0.03637293391837946,0.03637293391837946
virtual_00082,0.1497480201583873,0.08279337652987757,0.09359251259899205,0.04679625629949603,0.04679625629949603,0.04679625629949603,0.06551475881929444,0.04679625629949603,0.1871850251979841,0.04679625629949603,0.04679625629949603,0.04679625629949603,0.04679625629949603,0.04679625629949603
virtual_00083,0.15763195435092722,0.08202567760342365,0.09272467902995718,0.04636233951497859,0.04636233951497859,0.04636233951497859,0.06490727532097003,0.04636233951497859,0.18544935805991436,0.04636233951497859,0.04636233951497859,0.04636233951497859,0.04636233951497859,0.04636233951497859
virtual_00084,0.1893939393939393,0.15151515151515146,0.07575757575757573,0.037878787878787866,0.037878787878787866,0.037878787878787866,0.015151515151515148,0.037878787878787866,0.2272727272727272,0.037878787878787866,0.037878787878787866,0.037878787878787866,0.037878787878787866,0.037878787878787866
virtual_00085,0.23652904128761368,0.0629811056682995,0.045486354093771865,0.045486354093771865,0.045486354093771865,0.045486354093771865,0.0636808957312806,0.045486354093771865,0.18194541637508746,0.045486354093771865,0.045486354093771865,0.045486354093771865,0.045486354093771865,0.045486354093771865
virtual_00086,0.10760313176906228,0.20965185086583485,0.07079153405859359,0.035395767029296796,0.035395767029296796,0.06685867105533838,0.04955407384101552,0.035395767029296796,0.2123746021757808,0.035395767029296796,0.035395767029296796,0.035395767029296796,0.035395767029296796,0.035395767029296796
virtual_00087,0.16549734072649086,0.19605069593753532,0.06619893629059635,0.033099468145298176,0.033099468145298176,0.06252121760778544,0.04633925540341745,0.033099468145298176,0.19859680887178907,0.033099468145298176,0.033099468145298176,0.033099468145298176,0.033099468145298176,0.033099468145298176
virtual_00088,0.27224778944102584,0.14426805936191114,0.060499508764672416,0.030249754382336208,0.030249754382336208,0.05713842494441283,0.0423496561352707,0.030249754382336208,0.18149852629401728,0.030249754382336208,0.030249754382336208,0.030249754382336208,0.030249754382336208,0.030249754382336208
virtual_00089,0.21828126821925647,0.18365010547293215,0.06201172392592514,0.03100586196296257,0.03100586196296257,0.05856662815226263,0.0434082067481476,0.03100586196296257,0.18603517177777543,0.03100586196296257,0.03100586196296257,0.03100586196296257,0.03100586196296257,0.03100586196296257
virtual_00090,0.13600433973961562,0.08020768753874766,0.09066955982641041,0.045334779913205205,0.045334779913205205,0.08563236205827648,0.06346869187848729,0.045334779913205205,0.18133911965282082,0.045334779913205205,0.045334779913205205,0.045334779913205205,0.045334779913205205,0.045334779913205205
virtual_00091,0.24022656364512004,0.1462089327219046,0.06669179387314948,0.03334589693657474,0.03334589693657474,0.03334589693657474,0.04668425571120464,0.03334589693657474,0.20007538161944846,0.03334589693657474,0.03334589693657474,0.03334589693657474,0.03334589693657474,0.03334589693657474
virtual_00092,0.13074163382932424,0.12571310945127329,0.08601423278245014,0.04300711639122507,0.04300711639122507,0.08123566429453624,0.06020996294771511,0.04300711639122507,0.17202846556490028,0.04300711639122507,0.04300711639122507,0.04300711639122507,0.04300711639122507,0.04300711639122507
virtual_00093,0.1382468059966029,0.07643453216158332,0.0864042537478768,0.0432021268739384,0.0432021268739384,0.12000590798316223,0.06048297762351377,0.0432021268739384,0.1728085074957536,0.0432021268739384,0.0432021268739384,0.0432021268739384,0.0432021268739384,0.0432021268739384
virtual_00094,0.1298472385428907,0.16745005875440652,0.07638072855464158,0.03819036427732079,0.03819036427732079,0.03819036427732079,0.05346650998824911,0.03819036427732079,0.22914218566392475,0.03819036427732079,0.03819036427732079,0.03819036427732079,0.03819036427732079,0.03819036427732079
virtual_00095,0.16326530612244897,0.0510204081632653,0.1020408163265306,0.0510204081632653,0.0510204081632653,0.0510204081632653,0.02040816326530612,0.0510204081632653,0.2040816326530612,0.0510204081632653,0.0510204081632653,0.0510204081632653,0.0510204081632653,0.0510204081632653
virtual_00096,0.2431854623196151,0.1523249599144842,0.034740780331373594,0.034740780331373594,0.034740780331373594,0.034740780331373594,0.04863709246392303,0.034740780331373594,0.20844468198824156,0.034740780331373594,0.034740780331373594,0.034740780331373594,0.034740780331373594,0.034740780331373594
virtual_00097,0.27265463745921825,0.053931686530394825,0.07790132498834809,0.038950662494174046,0.038950662494174046,0.07357347360010652,0.05453092749184366,0.038950662494174046,0.15580264997669618,0.038950662494174046,0.038950662494174046,0.038950662494174046,0.038950662494174046,0.038950662494174046
virtual_00098,0.2700831024930747,0.17774699907663893,0.060018467220683276,0.030009233610341638,0.030009233610341638,0.030009233610341638,0.042012927054478295,0.030009233610341638,0.18005540166204984,0.030009233610341638,0.030009233610341638,0.030009233610341638,0.030009233610341638,0.030009233610341638
virtual_00099,0.12792642140468227,0.15050167224080266,0.07525083612040133,0.037625418060200665,0.037625418060200665,0.10451505016722405,0.015050167224080266,0.037625418060200665,0.225752508361204,0.037625418060200665,0.037625418060200665,0.037625418060200665,0.037625418060200665,0.037625418060200665
virtual_00100,0.22397107306178873,0.14835690736998827,0.062214186961607985,0.031107093480803993,0.031107093480803993,0.08640859300223332,0.04354993087312559,0.031107093480803993,0.18664256088482398,0.031107093480803993,0.031107093480803993,0.031107093480803993,0.031107093480803993,0.031107093480803993
virtual_00101,0.12131423757371525,0.15164279696714403,0.07582139848357201,0.03791069924178601,0.03791069924178601,0.10530749789385002,0.015164279696714406,0.03791069924178601,0.22746419545071606,0.03791069924178601,0.03791069924178601,0.03791069924178601,0.03791069924178601,0.03791069924178601
virtual_00102,0.04673055364502379,0.17016745284296148,0.07762024164766664,0.03881012082383332,0.03881012082383332,0.10780589117731477,0.05433416915336665,0.03881012082383332,0.23286072494299995,0.03881012082383332,0.03881012082383332,0.03881012082383332,0.03881012082383332,0.03881012082383332
